@RELATION instrumentClassifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {cello,acoustic guitar,clarinet,electric guitar,flute,organ,piano,piano,saxophone,violin}

@DATA
0.088319,0.016815,3.169799,0.206615,0.226169,0.573217,0.003796,0.120642,-25.641154,1.306947,-0.193457,0.399514,0.027437,0.351189,0.397880,0.317345,0.191864,0.012991,0.058441,0.175724,-0.005245,0.011707,0.005182,0.046979,0.006357,0.020482,0.006146,0.053589,0.008702,0.004279,0.009302,0.026742,0.005098,0.030481,0.030235,0.011796,0.188257,0.040918,0.024221,0.273882,0.002998,0.079382,1.115801,0.636039,0.385829,0.311766,0.298269,0.244227,0.288946,0.276641,0.313797,0.277579,0.300883,0.251748,0.211422,0.012683,0.005627,0.043255,0.007771,0.016550,0.008568,0.046724,0.013287,0.005437,0.010411,0.025605,0.005231,0.014496,piano
0.081993,0.027247,3.231953,0.183868,0.202953,0.832158,0.003672,0.125626,-24.208912,1.080705,0.200827,-0.013547,0.003760,0.118147,0.199417,0.083724,0.181277,0.266946,0.162469,0.157094,-0.027576,0.007150,0.002663,0.022367,0.008620,0.012310,0.008640,0.044880,0.003718,0.003621,0.009100,0.047011,0.007974,0.025649,0.024216,0.013198,0.110302,0.029191,0.024400,0.277749,0.002916,0.052848,1.209298,0.615970,0.398838,0.357894,0.281521,0.282674,0.285959,0.286454,0.313331,0.302820,0.253778,0.272487,0.220354,0.007964,0.002909,0.023851,0.007864,0.011524,0.009289,0.039386,0.005747,0.004375,0.008894,0.038500,0.007266,0.013665,piano
0.091058,0.023600,3.199023,0.201923,0.216690,0.867021,0.003665,0.137471,-24.128566,1.160310,0.006019,-0.177242,-0.018849,0.277871,0.315563,0.151816,-0.039618,-0.095270,0.030924,0.129234,-0.013795,0.009426,0.004660,0.021034,0.012726,0.018943,0.006804,0.043566,0.009085,0.004837,0.009549,0.026366,0.003024,0.023074,0.028596,0.012239,0.146486,0.033124,0.021645,0.275957,0.002618,0.062240,0.995522,0.510393,0.367748,0.335802,0.277842,0.249275,0.284667,0.343159,0.303647,0.308474,0.259340,0.283229,0.216755,0.009682,0.005781,0.022032,0.013473,0.017860,0.008736,0.036667,0.012313,0.005971,0.010768,0.025384,0.004760,0.011400,piano
0.069196,0.033399,3.192413,0.179175,0.202899,0.762568,0.004409,0.113233,-23.937807,1.194430,0.216943,-0.099629,0.112387,0.355350,0.388613,-0.078406,-0.217618,0.012405,0.162447,0.299622,0.106749,0.009585,0.001441,0.026044,0.008663,0.012639,0.016287,0.042352,0.005018,0.004887,0.009881,0.044346,0.001912,0.025590,0.021000,0.019403,0.139764,0.025292,0.024620,0.269319,0.003237,0.045726,1.112272,0.572317,0.396323,0.357721,0.276916,0.292895,0.273290,0.337960,0.282962,0.271350,0.291715,0.392181,0.268250,0.010791,0.001531,0.029430,0.014117,0.013696,0.020378,0.029884,0.006644,0.006505,0.010228,0.042590,0.002895,0.011536,piano
0.077832,0.028349,3.205841,0.196072,0.212922,0.797473,0.004365,0.117897,-24.502126,0.929392,0.150872,0.076395,0.087164,0.343482,0.181332,0.210942,0.222988,0.071132,-0.016631,0.147399,0.049553,0.012647,0.003008,0.023872,0.007097,0.011632,0.005361,0.037101,0.006284,0.002973,0.008502,0.062705,0.005016,0.027775,0.023183,0.016434,0.133347,0.031456,0.028163,0.301347,0.003430,0.056912,1.188797,0.779350,0.388375,0.323936,0.265386,0.271909,0.318864,0.389532,0.333590,0.305025,0.356598,0.288058,0.239772,0.015197,0.003258,0.024552,0.007770,0.012335,0.008289,0.029063,0.009836,0.003845,0.010320,0.051979,0.008176,0.012949,piano
0.072284,0.035799,3.189632,0.185159,0.207221,0.716125,0.004063,0.112471,-23.762634,1.257423,-0.019690,-0.139251,0.084714,0.440189,0.161789,-0.089305,0.005877,0.191078,0.265625,0.334553,0.009437,0.005579,0.001835,0.031021,0.006227,0.016889,0.006970,0.057666,0.019758,0.009587,0.009724,0.031767,0.004128,0.029017,0.024629,0.021068,0.165146,0.031116,0.025838,0.274566,0.003091,0.056101,1.067938,0.579966,0.349799,0.335060,0.310580,0.278979,0.282880,0.354846,0.361066,0.337305,0.314407,0.292835,0.214165,0.007658,0.002139,0.033759,0.008860,0.017236,0.008876,0.047815,0.020688,0.008060,0.011952,0.027344,0.006082,0.013811,piano
0.071661,0.021747,3.207819,0.183448,0.209796,0.677914,0.004712,0.101928,-24.788032,1.097880,0.076574,-0.017942,0.001960,0.232491,0.093562,0.050793,0.191263,0.179797,0.090718,0.162596,0.038643,0.015036,0.003787,0.026132,0.006199,0.014485,0.009949,0.038909,0.004538,0.005488,0.010946,0.045630,0.005903,0.027631,0.020916,0.013508,0.121182,0.029711,0.024009,0.251061,0.003831,0.046714,1.002850,0.627044,0.384185,0.321440,0.270562,0.283007,0.283365,0.368411,0.407967,0.386969,0.314688,0.278042,0.265074,0.018665,0.005103,0.026645,0.009694,0.016819,0.012225,0.033406,0.006898,0.007394,0.013393,0.041951,0.008010,0.011296,piano
0.089426,0.025895,3.203910,0.202973,0.219446,0.823496,0.004420,0.129324,-24.829453,0.935625,0.206482,0.009325,-0.008867,0.310826,0.270661,0.253981,-0.044625,0.053353,0.026672,0.167134,0.098074,0.010688,0.005207,0.028990,0.009681,0.017463,0.010587,0.031945,0.004717,0.005132,0.008687,0.039689,0.005142,0.025570,0.030228,0.020564,0.148173,0.038624,0.025707,0.282541,0.003401,0.069672,1.278866,0.668489,0.391286,0.304821,0.319973,0.328206,0.303802,0.376921,0.387135,0.370899,0.359052,0.294759,0.271469,0.015359,0.008337,0.028087,0.014281,0.018795,0.015329,0.027911,0.006729,0.006979,0.008976,0.039406,0.008352,0.012750,piano
0.102329,0.031627,3.183513,0.217195,0.224486,0.979216,0.003976,0.160821,-24.166425,0.783222,0.116610,-0.025697,0.016989,0.346235,0.154530,0.187770,-0.053794,0.162666,0.046132,0.150285,-0.016687,0.009554,0.003273,0.024997,0.010817,0.013442,0.008451,0.033050,0.005108,0.007546,0.010249,0.025485,0.005041,0.021483,0.030599,0.024058,0.179416,0.040959,0.023495,0.295458,0.002867,0.089550,1.119882,0.668147,0.386189,0.288242,0.308056,0.344749,0.304269,0.359541,0.353347,0.389212,0.323953,0.280570,0.271063,0.011829,0.004541,0.024934,0.014998,0.016345,0.013276,0.033869,0.007863,0.008824,0.013242,0.026407,0.007397,0.011442,piano
0.102550,0.028728,3.146238,0.228744,0.232795,0.860569,0.003992,0.155907,-24.862471,1.077622,0.095704,0.013177,-0.013367,0.242795,0.238247,0.290892,-0.017355,0.008695,0.077495,0.199688,-0.008324,0.009139,0.003676,0.029982,0.010784,0.013935,0.007347,0.041271,0.005365,0.005094,0.008779,0.041593,0.004790,0.027088,0.037532,0.024235,0.215822,0.046787,0.023523,0.345588,0.002932,0.117360,1.330111,0.623566,0.351308,0.259442,0.293856,0.305389,0.268265,0.317373,0.292077,0.337102,0.294595,0.266924,0.221825,0.011973,0.005324,0.023297,0.012534,0.014114,0.009627,0.036262,0.008069,0.005661,0.009851,0.031648,0.007183,0.012623,piano
0.106631,0.025061,3.191552,0.228917,0.230910,0.947641,0.003816,0.163083,-24.814792,0.854839,0.154673,0.045586,0.048777,0.393575,0.306837,0.405765,0.072930,0.169950,0.032887,0.147902,0.041494,0.011313,0.005299,0.036303,0.011319,0.017409,0.006769,0.026418,0.004864,0.005556,0.006689,0.030359,0.005088,0.023952,0.033490,0.018824,0.179870,0.040688,0.020963,0.301271,0.002710,0.095975,1.262690,0.638963,0.379983,0.300052,0.319577,0.299217,0.302824,0.353481,0.355393,0.346701,0.305365,0.281660,0.211213,0.014721,0.006546,0.036315,0.009452,0.019011,0.010696,0.024541,0.007779,0.006516,0.008083,0.026703,0.007793,0.012313,piano
0.067767,0.015202,3.134261,0.222625,0.254748,0.368641,0.003968,0.066665,-26.163604,2.369605,0.034573,0.275889,0.344455,0.279864,0.354872,0.210089,0.036903,0.003809,0.121921,0.161205,0.025966,0.004953,0.002676,0.047186,0.009350,0.024924,0.004657,0.101873,0.001754,0.001861,0.013798,0.065366,0.003763,0.045294,0.036419,0.013097,0.188816,0.044892,0.016479,0.260742,0.003178,0.088274,1.385076,0.415776,0.469643,0.262733,0.294209,0.261539,0.230702,0.264300,0.260072,0.214490,0.230425,0.221691,0.169213,0.006061,0.005388,0.035448,0.010419,0.021628,0.005985,0.061478,0.002837,0.001935,0.011761,0.044745,0.006317,0.016700,piano
0.083747,0.014849,3.148558,0.227990,0.249259,0.465336,0.003602,0.102237,-25.851950,2.170874,-0.324016,0.081219,0.172643,0.240179,0.265843,0.168522,-0.001763,-0.013764,0.188595,0.301249,-0.013666,0.008399,0.003614,0.049608,0.012099,0.018669,0.008118,0.083759,0.005588,0.003732,0.010568,0.040206,0.002322,0.038789,0.040604,0.012570,0.202018,0.050377,0.020017,0.324018,0.003139,0.108780,1.469046,0.475461,0.496416,0.338366,0.308462,0.246137,0.263130,0.289774,0.240546,0.236155,0.242716,0.237441,0.206055,0.010425,0.005746,0.048270,0.015326,0.016966,0.009030,0.052288,0.006015,0.003892,0.010240,0.033777,0.003149,0.016963,piano
0.041635,0.047580,3.121375,0.191373,0.244149,0.225490,0.008094,0.037580,-25.551829,2.672154,0.243384,0.332292,0.385196,0.318544,0.470236,0.304729,0.115088,-0.010980,0.052918,0.128011,0.051863,0.002882,0.002342,0.042363,0.008884,0.019005,0.002859,0.186486,0.000378,0.000705,0.006708,0.085335,0.000747,0.067484,0.031112,0.038825,0.156280,0.046276,0.016648,0.229256,0.007203,0.061163,1.280925,0.292816,0.425910,0.211475,0.204483,0.172608,0.229907,0.176488,0.150284,0.187010,0.154965,0.160429,0.151537,0.002919,0.002989,0.037091,0.010645,0.018096,0.003469,0.123748,0.000490,0.000788,0.006900,0.064702,0.000935,0.023368,piano
0.070284,0.006562,3.055388,0.205133,0.237047,0.396274,0.005963,0.078047,-28.207485,2.467863,0.174149,0.212120,0.242686,0.164892,0.464644,0.313321,0.015736,-0.168954,0.035493,0.260845,-0.117022,0.006827,0.002612,0.039554,0.010528,0.035468,0.003910,0.075210,0.001451,0.004161,0.030408,0.036636,0.002657,0.034716,0.042434,0.008041,0.276805,0.054464,0.022555,0.349616,0.005760,0.090783,1.811447,0.424561,0.497940,0.287138,0.327741,0.299212,0.261746,0.190152,0.193095,0.205432,0.185822,0.206809,0.163510,0.005932,0.003476,0.031566,0.009985,0.036646,0.004688,0.047374,0.001740,0.004196,0.030530,0.034350,0.002922,0.012258,piano
0.044786,0.016221,3.059403,0.170451,0.230164,0.247964,0.006671,0.034680,-27.238597,2.864494,0.329959,0.233414,0.188272,0.415446,0.311140,0.229497,0.095919,-0.097292,0.165353,0.110000,-0.063105,0.005430,0.003756,0.045440,0.009122,0.030333,0.009980,0.086901,0.000745,0.002074,0.040497,0.029522,0.004220,0.036021,0.026104,0.022409,0.238735,0.039996,0.018525,0.214176,0.006989,0.043688,1.480278,0.390803,0.471725,0.335267,0.253514,0.238351,0.214933,0.170986,0.171321,0.169052,0.157314,0.174741,0.154460,0.003941,0.004856,0.036092,0.008310,0.024401,0.008969,0.049057,0.000884,0.002085,0.029777,0.024304,0.003909,0.010014,piano
0.031000,0.023136,3.054307,0.146059,0.224822,0.128853,0.008241,0.025740,-26.972902,3.114769,0.232994,0.299341,0.164733,0.331980,0.256857,0.202822,0.070367,-0.012182,0.125331,0.044632,-0.001081,0.004974,0.005985,0.045775,0.011351,0.026158,0.009776,0.097459,0.000794,0.002021,0.035254,0.027628,0.003442,0.037469,0.017586,0.030212,0.238820,0.039678,0.026215,0.119176,0.008432,0.024891,1.857475,0.366725,0.493857,0.301000,0.234000,0.235607,0.188579,0.152856,0.178300,0.169260,0.186388,0.173897,0.148756,0.003517,0.006289,0.037048,0.010719,0.021037,0.007791,0.046575,0.000832,0.001837,0.021753,0.025344,0.003000,0.010516,piano
0.038068,0.011448,3.065673,0.155289,0.218469,0.180498,0.007898,0.032772,-27.533241,2.680709,0.169020,0.252960,0.135415,0.259657,0.248204,0.164261,0.168031,-0.038489,0.122115,0.059021,0.011113,0.007647,0.004117,0.041438,0.005841,0.029396,0.006717,0.079762,0.002609,0.006091,0.034149,0.034181,0.007097,0.036034,0.021125,0.011215,0.254329,0.044858,0.027507,0.171259,0.007766,0.031694,1.844218,0.398702,0.529578,0.283273,0.259298,0.275030,0.226441,0.191468,0.197191,0.182664,0.190916,0.201875,0.162742,0.007444,0.005056,0.036190,0.005853,0.027878,0.007912,0.045535,0.002654,0.005596,0.027473,0.034038,0.006926,0.010475,piano
0.053798,0.022309,3.154622,0.177859,0.221469,0.285196,0.005671,0.056066,-25.831397,1.655094,0.047008,0.616368,0.169533,0.345936,0.465408,0.354648,0.165696,0.115205,0.125778,0.128167,0.013727,0.012326,0.004197,0.047036,0.006743,0.022151,0.014241,0.079096,0.006174,0.001427,0.008650,0.053903,0.002974,0.042624,0.023253,0.017266,0.170241,0.036116,0.021675,0.181993,0.004831,0.038576,1.268086,0.577160,0.422522,0.265850,0.249021,0.209101,0.264254,0.264387,0.311636,0.295653,0.292691,0.233719,0.181265,0.015138,0.006012,0.045839,0.007184,0.022684,0.018046,0.059005,0.008073,0.001886,0.008316,0.046949,0.004145,0.016533,piano
0.072089,0.021455,3.176675,0.196908,0.228927,0.398633,0.004051,0.079149,-24.981167,1.731607,-0.237526,0.325445,-0.015994,0.176544,0.297498,0.146189,-0.020685,0.102483,0.186793,0.166184,-0.008691,0.009006,0.004480,0.048790,0.007154,0.019944,0.009511,0.055921,0.008708,0.005981,0.007937,0.037131,0.003226,0.033555,0.026854,0.013531,0.154025,0.036343,0.019699,0.221051,0.003127,0.058726,1.039786,0.536449,0.374616,0.319162,0.279904,0.230872,0.249702,0.289592,0.286559,0.276300,0.301886,0.274601,0.212820,0.010383,0.005342,0.042164,0.009230,0.015780,0.011199,0.044761,0.011291,0.007587,0.007436,0.030954,0.004397,0.016133,piano
0.083412,0.022441,3.166857,0.203319,0.221853,0.564460,0.004731,0.124882,-25.905218,1.120792,-0.091756,0.452775,0.149611,0.411031,0.535781,0.269574,-0.003249,0.120090,0.057769,0.027752,-0.003441,0.007865,0.004069,0.030130,0.003648,0.018321,0.011075,0.058947,0.015218,0.002520,0.006635,0.038836,0.003048,0.032363,0.028678,0.015234,0.177554,0.040730,0.024276,0.248952,0.004102,0.077373,1.182186,0.594571,0.429952,0.283086,0.296493,0.291638,0.296200,0.281035,0.363780,0.260687,0.332323,0.210409,0.201374,0.008971,0.005189,0.027403,0.004758,0.020097,0.014816,0.047005,0.012653,0.003567,0.007429,0.035089,0.004128,0.014608,piano
0.025717,0.032072,3.153859,0.097421,0.161131,0.220823,0.006493,0.043270,-24.344547,2.430901,0.303939,0.175554,0.230155,0.082081,0.009909,-0.018889,0.055576,0.113797,0.161413,0.112124,0.057822,0.008750,0.001856,0.032160,0.010333,0.023936,0.007032,0.047608,0.005230,0.007281,0.012405,0.107410,0.004206,0.040008,0.011815,0.022621,0.162934,0.024959,0.033650,0.155629,0.004540,0.027579,1.231728,0.624267,0.382343,0.306037,0.218726,0.233352,0.238690,0.238790,0.264808,0.251737,0.249265,0.219527,0.232359,0.009767,0.002147,0.024420,0.012853,0.020507,0.010324,0.030152,0.008765,0.007712,0.009757,0.047693,0.004369,0.012303,piano
0.028050,0.019139,3.212546,0.083730,0.145295,0.086018,0.005548,0.043891,-24.910284,2.265752,-1.121992,-0.065479,-0.320854,-0.201605,-0.317760,-0.348396,-0.226392,-0.165171,0.186058,0.256607,0.094875,0.014224,0.003759,0.010721,0.010267,0.014991,0.029128,0.027565,0.010879,0.031031,0.017629,0.014306,0.005800,0.023934,0.006026,0.013128,0.104477,0.022410,0.035500,0.046850,0.004515,0.007879,1.497693,0.570096,0.367064,0.307427,0.265625,0.275143,0.268836,0.244468,0.211253,0.259965,0.274851,0.287336,0.235373,0.010066,0.003522,0.009203,0.010611,0.016165,0.025356,0.018719,0.012016,0.021215,0.018942,0.012916,0.004485,0.007949,piano
0.074068,0.040846,3.218867,0.187274,0.224848,0.603078,0.004276,0.097284,-22.645910,1.283522,-0.273907,0.076063,-0.184652,0.267049,-0.010378,0.108000,0.061877,0.138987,0.036990,0.010006,-0.000586,0.011374,0.007234,0.021741,0.006152,0.018929,0.008285,0.037867,0.006810,0.006228,0.012290,0.018291,0.012062,0.020747,0.020520,0.019157,0.109139,0.031137,0.024554,0.212622,0.002326,0.029661,0.908203,0.575849,0.345534,0.305144,0.269619,0.240661,0.283379,0.361966,0.299713,0.298325,0.275604,0.288515,0.225587,0.010085,0.009185,0.025218,0.007254,0.019775,0.009430,0.031643,0.008709,0.006008,0.014357,0.020803,0.012993,0.010787,piano
0.084826,0.037015,3.196648,0.211194,0.237336,0.637601,0.004385,0.106622,-23.334104,1.564984,-0.018572,0.145198,-0.074788,0.278777,0.139417,0.039071,-0.194096,0.101269,0.109840,0.104371,0.019599,0.008505,0.005332,0.016822,0.006639,0.021920,0.010466,0.042606,0.007171,0.009121,0.023926,0.021414,0.005192,0.023592,0.027056,0.019537,0.141274,0.041810,0.027316,0.237306,0.002903,0.062285,1.249452,0.783270,0.351676,0.311964,0.288931,0.292602,0.296890,0.351918,0.315632,0.308546,0.305176,0.354030,0.255901,0.010083,0.007079,0.018236,0.007682,0.023558,0.011820,0.034735,0.010479,0.010167,0.025057,0.021946,0.007235,0.011464,piano
0.090863,0.022995,3.165507,0.226890,0.248482,0.605198,0.003951,0.108698,-24.256030,1.725051,-0.055919,0.303001,-0.172812,0.049944,0.037924,0.160554,0.216983,0.239465,0.030941,0.048342,0.033191,0.010142,0.005031,0.017906,0.005235,0.029108,0.007558,0.030848,0.004941,0.008000,0.024134,0.026163,0.010885,0.022665,0.035487,0.015675,0.170590,0.046716,0.025771,0.295796,0.002689,0.088622,1.497607,0.750694,0.423660,0.341870,0.311139,0.265281,0.271398,0.254517,0.290954,0.283434,0.265605,0.238661,0.212731,0.010093,0.005358,0.018528,0.005028,0.030324,0.009328,0.023180,0.006928,0.007827,0.024229,0.023684,0.013028,0.011062,piano
0.088542,0.032360,3.196198,0.220608,0.242941,0.707819,0.003406,0.123575,-23.765240,1.516941,-0.004212,0.320033,-0.098703,0.154133,0.246487,0.321348,0.162099,0.036053,0.041558,0.102309,0.064602,0.006449,0.005290,0.036848,0.006403,0.025001,0.007971,0.033493,0.002398,0.006112,0.014964,0.026519,0.004757,0.023361,0.033412,0.016834,0.132923,0.038972,0.022220,0.306434,0.002192,0.079450,1.202798,0.634373,0.350086,0.316169,0.285466,0.271719,0.276252,0.300836,0.320444,0.337546,0.266848,0.271871,0.224775,0.007414,0.004698,0.035418,0.007293,0.024449,0.009957,0.030496,0.004069,0.006338,0.014570,0.022987,0.005503,0.012381,piano
0.096675,0.026440,3.163539,0.223335,0.245396,0.708319,0.004313,0.127827,-23.588207,1.236911,-0.165036,0.371775,-0.191663,0.123500,0.127498,0.200919,0.178096,0.168759,0.146305,0.105997,0.008694,0.008590,0.005496,0.026873,0.007433,0.026024,0.008870,0.022827,0.004292,0.007869,0.015642,0.017913,0.007682,0.019823,0.034694,0.014871,0.147185,0.038872,0.022974,0.297935,0.002311,0.074431,1.000439,0.684615,0.359195,0.326011,0.282530,0.255006,0.282043,0.343876,0.355232,0.341921,0.363227,0.320353,0.237999,0.009693,0.007287,0.027157,0.008786,0.024045,0.011438,0.021114,0.007547,0.009113,0.016659,0.015779,0.009602,0.009429,piano
0.094577,0.033081,3.164570,0.219354,0.241806,0.759608,0.004427,0.124612,-23.382777,1.047851,-0.116866,0.373364,-0.070908,0.267051,0.141167,0.154731,0.181937,0.086868,0.059528,0.123637,0.035444,0.008157,0.004588,0.023674,0.009879,0.017837,0.006646,0.024453,0.004333,0.006891,0.011776,0.022021,0.007044,0.018063,0.028303,0.019809,0.147224,0.036417,0.022676,0.286123,0.002364,0.059541,1.022216,0.691404,0.314220,0.300165,0.315830,0.317483,0.299243,0.380158,0.380527,0.388313,0.388543,0.323904,0.207564,0.010421,0.006057,0.026629,0.011005,0.019982,0.008667,0.025069,0.008575,0.008863,0.012067,0.019960,0.009584,0.009303,piano
0.098291,0.028879,3.191769,0.226011,0.246493,0.753215,0.003673,0.129973,-23.543259,1.428944,-0.060876,0.247220,-0.206916,0.141469,0.118277,0.045468,0.047842,0.128500,0.074824,-0.019034,0.020244,0.010211,0.005712,0.025943,0.006384,0.017348,0.006792,0.032529,0.004514,0.007919,0.021054,0.021408,0.007390,0.021026,0.034240,0.017047,0.135225,0.041707,0.021519,0.311833,0.002190,0.079351,1.248307,0.708241,0.353551,0.331346,0.302279,0.268625,0.245542,0.293735,0.326064,0.304404,0.320510,0.313834,0.211733,0.011713,0.006314,0.030172,0.007834,0.017790,0.007894,0.022361,0.006543,0.009419,0.024854,0.021739,0.008605,0.010710,piano
0.085898,0.029742,3.175201,0.223418,0.261563,0.338932,0.004228,0.073571,-24.199312,2.703807,-0.597521,0.293984,-0.009717,0.149196,-0.085751,-0.067790,-0.070472,0.017714,0.098076,0.208442,-0.020900,0.013638,0.003277,0.023417,0.008753,0.029990,0.009992,0.040464,0.007407,0.019010,0.021878,0.023460,0.006627,0.026226,0.039165,0.018942,0.142272,0.057520,0.022688,0.270040,0.003105,0.093490,1.453984,0.465988,0.478357,0.283891,0.309499,0.214192,0.224640,0.212866,0.227660,0.228565,0.280534,0.267761,0.256746,0.014048,0.003969,0.019474,0.008928,0.027809,0.011895,0.031942,0.009573,0.016539,0.024109,0.020087,0.007423,0.009732,piano
0.100746,0.022905,3.170214,0.255645,0.271003,0.482720,0.004045,0.123993,-25.049027,2.598703,-0.319404,0.338053,0.074317,0.168190,-0.074511,-0.007423,0.024179,0.130896,0.081552,0.105499,-0.030854,0.008880,0.002724,0.023620,0.008021,0.023743,0.010560,0.032071,0.006699,0.013572,0.032939,0.033067,0.009445,0.027892,0.045186,0.015916,0.148112,0.057868,0.020696,0.330309,0.003263,0.130046,1.528405,0.512913,0.467498,0.268199,0.308776,0.211675,0.261864,0.242510,0.271860,0.291974,0.307266,0.317304,0.244003,0.010194,0.003262,0.022786,0.011662,0.024441,0.013125,0.027032,0.009173,0.015470,0.030724,0.030585,0.009825,0.010545,piano
0.117179,0.022508,3.146386,0.255175,0.272562,0.528687,0.003987,0.140687,-24.347819,2.262143,-0.633855,0.336522,0.027138,0.174364,-0.073295,0.121623,0.151834,0.181541,0.024541,0.031926,-0.019163,0.011542,0.005787,0.023380,0.006517,0.025874,0.009678,0.032729,0.004647,0.008956,0.016269,0.032795,0.013673,0.023388,0.050395,0.015191,0.167917,0.059647,0.020052,0.365340,0.002579,0.155098,1.269333,0.531666,0.446285,0.281232,0.257507,0.204883,0.226276,0.207566,0.253760,0.258238,0.287351,0.286843,0.269462,0.012700,0.006764,0.023248,0.007109,0.025658,0.011444,0.028095,0.008293,0.011130,0.015429,0.027787,0.016026,0.009491,piano
0.137459,0.017011,3.163419,0.278409,0.275451,0.725096,0.003456,0.207110,-24.679012,2.116847,-0.515314,0.376049,0.088168,0.190356,-0.060275,0.109471,0.098888,0.115425,0.084575,0.159789,0.064013,0.011645,0.004743,0.044218,0.005273,0.024224,0.009935,0.036271,0.005165,0.008761,0.010323,0.025536,0.010982,0.025366,0.061036,0.013326,0.160545,0.068748,0.020205,0.489680,0.002146,0.210233,1.561293,0.585852,0.480133,0.279059,0.238080,0.199318,0.211384,0.217019,0.244678,0.230398,0.268856,0.272265,0.248338,0.011990,0.005816,0.042633,0.005040,0.023959,0.011528,0.032859,0.008443,0.010167,0.009433,0.021647,0.013917,0.012960,piano
0.104752,0.028671,3.194756,0.237929,0.266392,0.461798,0.003494,0.099448,-23.740567,2.158796,-0.682393,0.383388,0.062712,0.220256,-0.030745,0.071952,0.009793,0.015283,-0.017059,0.029843,-0.011212,0.020729,0.004759,0.030719,0.007211,0.019713,0.010747,0.030471,0.007667,0.008614,0.017697,0.021390,0.008500,0.021980,0.040270,0.016763,0.120925,0.050159,0.019003,0.299265,0.002295,0.099909,1.155551,0.452805,0.457519,0.266794,0.245325,0.212425,0.229188,0.229612,0.214543,0.194914,0.267632,0.308669,0.269898,0.017058,0.005467,0.033034,0.007662,0.018592,0.011196,0.024072,0.010631,0.009855,0.020676,0.018180,0.008570,0.009349,piano
0.080429,0.025894,3.151421,0.248293,0.271509,0.403463,0.004309,0.071343,-25.187206,2.891070,-0.076536,0.079117,-0.068609,0.106846,0.160307,0.094981,0.246181,0.317273,0.120071,0.047085,-0.049966,0.021336,0.006837,0.034065,0.004173,0.050205,0.006855,0.038820,0.001605,0.007706,0.018271,0.039176,0.011215,0.034695,0.039070,0.025200,0.183313,0.051694,0.019938,0.264461,0.003916,0.082627,1.484612,0.416439,0.415759,0.293023,0.342761,0.271732,0.281143,0.274566,0.311938,0.328435,0.259742,0.239308,0.220872,0.021048,0.011220,0.035982,0.004861,0.045531,0.008743,0.032857,0.002484,0.011633,0.019432,0.033225,0.013693,0.011825,piano
